,PMCID,Class_mean
82800,['2948020'],Irrelevant
38545,['6365991'],Irrelevant
65158,['4520889'],Irrelevant
21770,['7295808'],Irrelevant
32748,['6695241'],Irrelevant
21925,['7289705'],Irrelevant
41107,['6266593'],Irrelevant
12647,['7817058'],Irrelevant
49420,['6372256'],Irrelevant
35979,['6494879'],Irrelevant
62011,['4750200'],Irrelevant
39653,['6324550'],Irrelevant
70505,['4215275'],Irrelevant
39681,['6320169'],Irrelevant
52249,['5504163'],Irrelevant
82994,['2919425'],Irrelevant
10977,['7916062'],Irrelevant
79495,['3320593'],Irrelevant
57923,['5039186'],Irrelevant
86523,['3373053'],Irrelevant
54720,['5366783'],Irrelevant
78545,['3475477'],Irrelevant
68535,['4267751'],Irrelevant
84291,['3768538'],Irrelevant
71570,['4017682'],Irrelevant
74469,['3847443'],Irrelevant
7379,['8084218'],Irrelevant
78873,['3503550'],Irrelevant
79914,['3280225'],Irrelevant
51393,['5658637'],Irrelevant
30309,['6852416'],Irrelevant
79660,['3412658'],Irrelevant
69355,['4287581'],Irrelevant
65984,['4457425'],Irrelevant
1285,['8446416'],Irrelevant
32092,['6726241'],Irrelevant
60796,['4838240'],Irrelevant
84655,['2715043'],Irrelevant
65694,['4485892'],Irrelevant
59873,['4928894'],Irrelevant
39817,['6298985'],Irrelevant
85283,['2528940'],Irrelevant
58472,['5007015'],Irrelevant
75939,['3647503'],Irrelevant
83930,['2794547'],Irrelevant
78965,['4790241'],Irrelevant
60518,['4902075'],Irrelevant
37716,['6399904'],Irrelevant
11236,['7862654'],Irrelevant
19417,['7465936'],Irrelevant
21623,['7344914'],Irrelevant
82903,['2992924'],Irrelevant
85417,['2628429'],Irrelevant
58354,['5010689'],Irrelevant
27865,['6954586'],Irrelevant
49544,['5808021'],Irrelevant
66417,['4445505'],Irrelevant
20292,['7371965'],Irrelevant
30711,['6802212'],Irrelevant
57409,['5080341'],Irrelevant
56384,['5168809'],Irrelevant
33338,['7938412'],Irrelevant
1627,['8431828'],Irrelevant
26947,['7005453'],Irrelevant
78868,['3383689'],Irrelevant
9640,['8000029'],Irrelevant
23644,['7211234'],Irrelevant
26265,['7054703'],Irrelevant
16135,['7580069'],Irrelevant
66919,['4383484'],Irrelevant
81702,['3079400'],Irrelevant
78085,['3816650'],Irrelevant
73626,['3936732'],Irrelevant
79820,['6269054'],Irrelevant
80092,['3371826'],Irrelevant
6746,['8156301'],Irrelevant
16163,['7606302'],Irrelevant
73441,['3859540'],Irrelevant
51284,['5568220'],Irrelevant
81488,['3117864'],Irrelevant
24705,['7494198'],Irrelevant
7138,['8107005'],Irrelevant
28054,['7023003'],Irrelevant
28779,['6932831'],Irrelevant
41505,['6232836'],Irrelevant
9117,['8050425'],Irrelevant
58162,['5024099'],Irrelevant
20745,['7363947'],Irrelevant
58238,['5017193'],Irrelevant
50723,['5600366'],Irrelevant
11237,['7862621'],Irrelevant
80216,['3263195'],Irrelevant
68317,['4280105'],Irrelevant
26529,['7224101'],Irrelevant
79916,['3312827'],Irrelevant
21997,['7280834'],Irrelevant
50489,['5723990'],Irrelevant
74667,['3846491'],Irrelevant
61978,['4752358'],Irrelevant
47324,['5821084'],Irrelevant
79401,['3332091'],Irrelevant
51055,['5907856'],Irrelevant
85810,['2229633'],Irrelevant
42502,['6128562'],Irrelevant
68533,['4276769'],Irrelevant
15116,['7661717'],Irrelevant
5557,['8228815'],Irrelevant
18391,['7564097'],Irrelevant
52402,['5555487'],Irrelevant
73010,['3893295'],Irrelevant
31510,['6761546'],Irrelevant
43816,['6099539'],Irrelevant
6851,['8151066'],Irrelevant
60526,['4857398'],Irrelevant
73417,['3875917'],Irrelevant
59952,['4895823'],Irrelevant
35087,['6544256'],Irrelevant
27715,['6961859'],Irrelevant
45557,['5937318'],Irrelevant
25965,['7048072'],Irrelevant
51664,['5543170'],Irrelevant
75906,['3661368'],Irrelevant
22488,['7326067'],Irrelevant
73435,['3874352'],Irrelevant
32311,['6870552'],Irrelevant
29839,['6856128'],Irrelevant
34580,['6581176'],Irrelevant
66180,['4494058'],Irrelevant
71355,['4034551'],Irrelevant
41445,['6199867'],Irrelevant
14656,['7683578'],Irrelevant
54597,['5358414'],Irrelevant
42578,['6156654'],Irrelevant
36049,['6501433'],Irrelevant
73473,['3857269'],Irrelevant
59688,['4917113'],Irrelevant
75872,['3663190'],Irrelevant
44913,['5983508'],Irrelevant
84194,['2875701'],Irrelevant
65021,['4535403'],Irrelevant
79757,['3391562'],Irrelevant
4836,['8264264'],Irrelevant
74724,['3751954'],Irrelevant
21589,['7304627'],Irrelevant
22635,['7270862'],Irrelevant
12655,['7792197'],Irrelevant
5823,['8214526'],Irrelevant
58969,['4981708'],Irrelevant
40962,['6220522'],Irrelevant
9418,['8000418'],Irrelevant
75984,['3709268'],Irrelevant
43948,['6079409'],Irrelevant
75208,['6269720'],Irrelevant
1033,['8467309'],Irrelevant
72155,['3961581'],Irrelevant
63582,['4649097'],Irrelevant
80337,['3271051'],Irrelevant
33996,['6609225'],Irrelevant
54648,['5356063'],Irrelevant
4434,['8279699'],Irrelevant
60892,['4831093'],Irrelevant
46615,['5861075'],Irrelevant
45197,['5964678'],Irrelevant
31971,['7233731'],Irrelevant
55131,['5340944'],Irrelevant
73228,['3877132'],Irrelevant
3596,['8320219'],Irrelevant
74499,['3767801'],Irrelevant
59059,['4965087'],Irrelevant
41691,['6288825'],Irrelevant
4328,['8292674'],Irrelevant
19427,['7459949'],Irrelevant
37010,['6479614'],Irrelevant
22062,['7299521'],Irrelevant
6274,['8168961'],Irrelevant
57549,['5069283'],Irrelevant
13621,['8046957'],Irrelevant
23436,['7214760'],Irrelevant
19771,['7395754'],Irrelevant
86235,['1794193'],Irrelevant
42422,['6134198'],Irrelevant
78667,['3421440'],Irrelevant
41380,['6198166'],Irrelevant
65304,['4510131'],Irrelevant
21950,['7345100'],Irrelevant
15452,['7694259'],Irrelevant
75156,['3859324'],Irrelevant
30669,['6835275'],Irrelevant
1917,['8418074'],Irrelevant
31968,['6731552'],Irrelevant
58591,['4997312'],Irrelevant
62609,['4701475'],Irrelevant
5597,['8228085'],Irrelevant
62659,['4795856'],Irrelevant
82729,['2974684'],Irrelevant
8827,['8066426'],Irrelevant
32147,['6784041'],Irrelevant
54054,['5390042'],Irrelevant
864,['8470677'],Irrelevant
21510,['7327026'],Irrelevant
77018,['3668549'],Irrelevant
41418,['6211872'],Irrelevant
60669,['4847920'],Irrelevant
55256,['5313536'],Irrelevant
39062,['6412060'],Irrelevant
66340,['6272761'],Irrelevant
28008,['6947826'],Irrelevant
81666,['3120786'],Irrelevant
26511,['7033496'],Irrelevant
86346,['1693566'],Irrelevant
25873,['7084606'],Irrelevant
81628,['3131569'],Irrelevant
80469,['3223215'],Irrelevant
3779,['8310266'],Irrelevant
42155,['6160538'],Irrelevant
76581,['3599279'],Irrelevant
16714,['7579428'],Irrelevant
76080,['3629221'],Irrelevant
52509,['5491605'],Irrelevant
73022,['3969562'],Irrelevant
12564,['7827476'],Irrelevant
68854,['4237510'],Irrelevant
82866,['2937033'],Irrelevant
32668,['6767974'],Irrelevant
33124,['6677300'],Irrelevant
87252,['3322785'],Irrelevant
11520,['7866551'],Irrelevant
68627,['4256465'],Irrelevant
37347,['6470708'],Irrelevant
49495,['5693879'],Irrelevant
407,['8491546'],Irrelevant
75418,['3725665'],Irrelevant
76084,['3629109'],Irrelevant
15698,['8095387'],Irrelevant
71471,['4037609'],Irrelevant
39946,['6323218'],Irrelevant
80812,['3186793'],Irrelevant
2904,['8371797'],Irrelevant
77122,['3813195'],Irrelevant
60062,['4856735'],Irrelevant
8261,['8063105'],Irrelevant
42787,['6121089'],Irrelevant
86736,['1325246'],Irrelevant
39863,['6346487'],Irrelevant
66856,['4453542'],Irrelevant
7951,['8064777'],Irrelevant
82909,['2941256'],Irrelevant
84311,['2726936'],Irrelevant
34292,['6696720'],Irrelevant
38171,['6398037'],Irrelevant
37592,['6416413'],Irrelevant
67912,['4435036'],Irrelevant
68060,['4438890'],Irrelevant
43408,['6093006'],Irrelevant
41295,['6262333'],Irrelevant
49736,['5730995'],Irrelevant
48434,['5812070'],Irrelevant
6781,['8165660'],Irrelevant
67387,['5390090'],Irrelevant
12441,['8027018'],Irrelevant
41241,['6212473'],Irrelevant
81712,['3094387'],Irrelevant
69908,['4316561'],Irrelevant
49200,['5719317'],Irrelevant
12600,['7796694'],Irrelevant
6106,['8175414'],Irrelevant
68959,['4244688'],Irrelevant
24356,['7153003'],Irrelevant
50094,['5644167'],Irrelevant
31468,['6769121'],Irrelevant
21128,['7338345'],Irrelevant
11716,['7941751'],Irrelevant
59985,['5061724'],Irrelevant
22243,['7268656'],Irrelevant
46468,['5892946'],Irrelevant
62750,['4700973'],Irrelevant
6144,['8204043'],Irrelevant
17750,['7497750'],Irrelevant
24145,['7164649'],Irrelevant
55980,['5227966'],Irrelevant
58571,['4999796'],Irrelevant
17707,['7645917'],Irrelevant
52403,['5535912'],Irrelevant
34846,['6736376'],Irrelevant
1317,['8453008'],Irrelevant
77477,['3509098'],Irrelevant
17822,['7491085'],Irrelevant
69864,['4155405'],Irrelevant
33011,['6778810'],Irrelevant
64413,['4584965'],Irrelevant
12519,['8030546'],Irrelevant
22974,['7291216'],Irrelevant
59043,['4966798'],Irrelevant
78385,['3482591'],Irrelevant
86216,['2725892'],Irrelevant
20890,['7447931'],Irrelevant
68132,['4294202'],Irrelevant
33100,['6709193'],Irrelevant
19543,['7408328'],Irrelevant
34671,['6567910'],Irrelevant
68493,['4380922'],Irrelevant
66354,['4430321'],Irrelevant
53481,['5454942'],Irrelevant
35661,['6526327'],Irrelevant
72331,['3946584'],Irrelevant
71922,['3978050'],Irrelevant
87618,['32179'],Irrelevant
73199,['3938869'],Irrelevant
75792,['3656771'],Irrelevant
74058,['3806588'],Irrelevant
37439,['6415811'],Irrelevant
51325,['6152091'],Irrelevant
22172,['7272617'],Irrelevant
13366,['7766083'],Irrelevant
36946,['6440619'],Irrelevant
16378,['7602553'],Irrelevant
38459,['6477903'],Irrelevant
21109,['7370447'],Irrelevant
74508,['3767632'],Irrelevant
67996,['4346868'],Irrelevant
40331,['6267849'],Irrelevant
11298,['7886673'],Irrelevant
87498,['2732490'],Irrelevant
39578,['6337106'],Irrelevant
88070,['2188988'],Irrelevant
35534,['6522598'],Irrelevant
26635,['7168235'],Irrelevant
39557,['6330816'],Irrelevant
82521,['3012028'],Irrelevant
33833,['6615860'],Irrelevant
12719,['7789693'],Irrelevant
80083,['3260659'],Irrelevant
86153,['1871584'],Irrelevant
14438,['7691350'],Irrelevant
67863,['4318939'],Irrelevant
75357,['6269787'],Irrelevant
48595,['5742578'],Irrelevant
42625,['6315203'],Irrelevant
41409,['6389847'],Irrelevant
11104,['7915176'],Irrelevant
20801,['7366195'],Irrelevant
35154,['6548865'],Irrelevant
69755,['4199030'],Irrelevant
52768,['5473534'],Irrelevant
55451,['5296765'],Irrelevant
13152,['7943997'],Irrelevant
50254,['5890775'],Irrelevant
35313,['6533769'],Irrelevant
66807,['4396176'],Irrelevant
7180,['8095020'],Irrelevant
69739,['4181941'],Irrelevant
68494,['4329327'],Irrelevant
58943,['5063893'],Irrelevant
46321,['5899868'],Irrelevant
51190,['5596598'],Irrelevant
66831,['4487226'],Irrelevant
35003,['6582843'],Irrelevant
30147,['6915711'],Irrelevant
28732,['6943423'],Irrelevant
61002,['5094930'],Irrelevant
49984,['5654019'],Irrelevant
39202,['6352191'],Irrelevant
52185,['5507995'],Irrelevant
52417,['5537804'],Irrelevant
63364,['4652190'],Irrelevant
62790,['4720022'],Irrelevant
11394,['8164551'],Irrelevant
72234,['3970148'],Irrelevant
63940,['4608220'],Irrelevant
10282,['7905589'],Irrelevant
78101,['3503842'],Irrelevant
36587,['6523205'],Irrelevant
76101,['3640944'],Irrelevant
60213,['4879409'],Irrelevant
78340,['3549253'],Irrelevant
15885,['7593973'],Irrelevant
24650,['7145950'],Irrelevant
58971,['4973796'],Irrelevant
41918,['6154138'],Irrelevant
45739,['5923287'],Irrelevant
27539,['6971913'],Irrelevant
29916,['6861446'],Irrelevant
76792,['3564043'],Irrelevant
17193,['7600314'],Irrelevant
13957,['7729924'],Irrelevant
52658,['5537762'],Irrelevant
3776,['8310288'],Irrelevant
73637,['3892884'],Irrelevant
22411,['7260516'],Irrelevant
78034,['3545556'],Irrelevant
67352,['4354405'],Irrelevant
20577,['7359837'],Irrelevant
33429,['6690024'],Irrelevant
83910,['2874351'],Irrelevant
4783,['8255904'],Irrelevant
51510,['5553748'],Irrelevant
58678,['5000641'],Irrelevant
11542,['7912079'],Irrelevant
82068,['3365381'],Irrelevant
62868,['6332021'],Irrelevant
3073,['8358651'],Irrelevant
23553,['7193362'],Irrelevant
75244,['3702611'],Irrelevant
9212,['8002859'],Irrelevant
11059,['7876612'],Irrelevant
58376,['5118857'],Irrelevant
20630,['7356137'],Irrelevant
22964,['7290777'],Irrelevant
37265,['6433718'],Irrelevant
16089,['7580979'],Irrelevant
23351,['7205217'],Irrelevant
83228,['3488899'],Irrelevant
41116,['6217699'],Irrelevant
78484,['3411833'],Irrelevant
60383,['4865244'],Irrelevant
24150,['7164402'],Irrelevant
12278,['7828788'],Irrelevant
18203,['7540930'],Irrelevant
45290,['5966527'],Irrelevant
22630,['7277960'],Irrelevant
2305,['8399491'],Irrelevant
33474,['6680578'],Irrelevant
54551,['5379093'],Irrelevant
31262,['6759263'],Irrelevant
30717,['6798350'],Irrelevant
80304,['3261127'],Irrelevant
47115,['6389077'],Irrelevant
59543,['4988450'],Irrelevant
51768,['5554990'],Irrelevant
27984,['7022866'],Irrelevant
45483,['5953333'],Irrelevant
37503,['6429382'],Irrelevant
77726,['4103568'],Irrelevant
38469,['6381584'],Irrelevant
21932,['7286895'],Irrelevant
2583,['8389016'],Irrelevant
45653,['6046208'],Irrelevant
42008,['6323973'],Irrelevant
62181,['4740747'],Irrelevant
58904,['4975873'],Irrelevant
65296,['4511416'],Irrelevant
25502,['7151119'],Irrelevant
17502,['7508240'],Irrelevant
5024,['8248024'],Irrelevant
34136,['6783949'],Irrelevant
81399,['3162812'],Irrelevant
54798,['5514395'],Irrelevant
11259,['7953985'],Irrelevant
6354,['8157726'],Irrelevant
33845,['6651816'],Irrelevant
17704,['7495405'],Irrelevant
65921,['4477188'],Irrelevant
42424,['6134125'],Irrelevant
22646,['7249406'],Irrelevant
11702,['7841911'],Irrelevant
36125,['6510365'],Irrelevant
51502,['5569749'],Irrelevant
35764,['6512575'],Irrelevant
28195,['6944133'],Irrelevant
60405,['4879225'],Irrelevant
11254,['8046409'],Irrelevant
4373,['8289695'],Irrelevant
44052,['6038880'],Irrelevant
33768,['6621985'],Irrelevant
46576,['5874287'],Irrelevant
13861,['7762540'],Irrelevant
49312,['5696804'],Irrelevant
36407,['6587425'],Irrelevant
19979,['7490132'],Irrelevant
84468,['2715409'],Irrelevant
2067,['8406688'],Irrelevant
12161,['7834779'],Irrelevant
22339,['7282423'],Irrelevant
62164,['4739388'],Irrelevant
39835,['6307081'],Irrelevant
42248,['6225307'],Irrelevant
58179,['5021930'],Irrelevant
11903,['7823188'],Irrelevant
60723,['5588426'],Irrelevant
57706,['5056387'],Irrelevant
43172,['6109495'],Irrelevant
23802,['7183723'],Irrelevant
69389,['4204957'],Irrelevant
36026,['6491722'],Irrelevant
50336,['5625685'],Irrelevant
69075,['4256048'],Irrelevant
61611,['4874675'],Irrelevant
48215,['5859341'],Irrelevant
12545,['7948796'],Irrelevant
86969,['3320321'],Irrelevant
15394,['7783215'],Irrelevant
56495,['6273537'],Irrelevant
27064,['7096614'],Irrelevant
66410,['4425481'],Irrelevant
27019,['7038045'],Irrelevant
15741,['7658413'],Irrelevant
60105,['7128298'],Irrelevant
27103,['6995056'],Irrelevant
33737,['6624759'],Irrelevant
6752,['8156012'],Irrelevant
70029,['4186684'],Irrelevant
15699,['7894491'],Irrelevant
84075,['2795754'],Irrelevant
19776,['7394366'],Irrelevant
61137,['4815019'],Irrelevant
62467,['4713071'],Irrelevant
41618,['6193063'],Irrelevant
17254,['7518955'],Irrelevant
50631,['7113881'],Irrelevant
84059,['2809951'],Irrelevant
86295,['7098186'],Irrelevant
77157,['3557979'],Irrelevant
48126,['5840230'],Irrelevant
76260,['3610667'],Irrelevant
5879,['8213092'],Irrelevant
85422,['2453101'],Irrelevant
62324,['4771978'],Irrelevant
65855,['6272336'],Irrelevant
42233,['6154440'],Irrelevant
8778,['8030114'],Irrelevant
68023,['4648387'],Irrelevant
80227,['3273905'],Irrelevant
53344,['5437656'],Irrelevant
5208,['8232026'],Irrelevant
82747,['7121966'],Irrelevant
40361,['6304202'],Irrelevant
80639,['3220766'],Irrelevant
45317,['5983260'],Irrelevant
33272,['6667211'],Irrelevant
72176,['3960231'],Irrelevant
44792,['6099645'],Irrelevant
46441,['5871854'],Irrelevant
1111,['8465634'],Irrelevant
4660,['8271733'],Irrelevant
75035,['3910697'],Irrelevant
25194,['7098967'],Irrelevant
36575,['6458433'],Irrelevant
38632,['6416458'],Irrelevant
32679,['6697991'],Irrelevant
11263,['7913695'],Irrelevant
36056,['6488629'],Irrelevant
20862,['7358431'],Irrelevant
4041,['8304105'],Irrelevant
52398,['5495827'],Irrelevant
51590,['5564060'],Irrelevant
54059,['6153997'],Irrelevant
24444,['7146967'],Irrelevant
60150,['4882014'],Irrelevant
41336,['6207620'],Irrelevant
65979,['4457822'],Irrelevant
73969,['3825273'],Irrelevant
59824,['4908306'],Irrelevant
29381,['6882347'],Irrelevant
67507,['4359826'],Irrelevant
28515,['6927346'],Irrelevant
68702,['4250836'],Irrelevant
4164,['8300627'],Irrelevant
28123,['7557562'],Irrelevant
57687,['5625789'],Irrelevant
63907,['4632770'],Irrelevant
29331,['6894511'],Irrelevant
45862,['6017761'],Irrelevant
84200,['2763886'],Irrelevant
33041,['6684587'],Irrelevant
82409,['3063462'],Irrelevant
72889,['3906862'],Irrelevant
72519,['4499255'],Irrelevant
33335,['6659620'],Irrelevant
826,['8471362'],Irrelevant
47181,['5826526'],Irrelevant
65546,['4490765'],Irrelevant
65797,['6272397'],Irrelevant
74462,['3771961'],Irrelevant
41117,['6217004'],Irrelevant
22969,['7235618'],Irrelevant
80727,['3245950'],Irrelevant
78572,['3438044'],Irrelevant
58947,['4990640'],Irrelevant
64651,['4669870'],Irrelevant
74284,['3841693'],Irrelevant
45950,['5933828'],Irrelevant
67852,['4321703'],Irrelevant
36787,['6466868'],Irrelevant
7805,['8057744'],Irrelevant
31035,['6785542'],Irrelevant
15094,['7676974'],Irrelevant
38141,['6389688'],Irrelevant
28851,['6906374'],Irrelevant
30118,['6836491'],Irrelevant
70034,['4153944'],Irrelevant
85130,['2614496'],Irrelevant
57020,['5112513'],Irrelevant
27039,['7037625'],Irrelevant
36840,['6543942'],Irrelevant
14777,['7710284'],Irrelevant
6666,['8156483'],Irrelevant
66008,['4456381'],Irrelevant
16978,['7763986'],Irrelevant
84980,['2644973'],Irrelevant
5032,['8246859'],Irrelevant
85877,['2175366'],Irrelevant
54651,['5354385'],Irrelevant
80679,['3203188'],Irrelevant
46470,['5891854'],Irrelevant
9035,['8019801'],Irrelevant
47977,['5880821'],Irrelevant
77124,['3758706'],Irrelevant
16200,['7576211'],Irrelevant
54892,['6155267'],Irrelevant
2033,['8372808'],Irrelevant
66284,['4436896'],Irrelevant
67066,['4374920'],Irrelevant
49619,['5676038'],Irrelevant
53428,['5479383'],Irrelevant
25828,['7093004'],Irrelevant
81984,['4553422'],Irrelevant
2714,['8375933'],Irrelevant
5037,['8245807'],Irrelevant
72068,['3968067'],Irrelevant
46340,['5864516'],Irrelevant
46502,['5869714'],Irrelevant
45235,['5963020'],Irrelevant
66193,['4444331'],Irrelevant
42545,['6162526'],Irrelevant
46526,['6182550'],Irrelevant
21850,['7291190'],Irrelevant
21354,['7473881'],Irrelevant
85845,['2876753'],Irrelevant
29877,['6854044'],Irrelevant
25388,['7440319'],Irrelevant
56050,['5219770'],Irrelevant
33080,['6683118'],Irrelevant
